# wavenumber, intensity
2.009300000000000068e+02,1.126551945029610931e-02
2.019000000000000057e+02,9.154043945201096807e-03
2.028600000000000136e+02,7.201241550854116380e-03
2.038199999999999932e+02,7.251259058273896475e-03
2.047899999999999920e+02,1.031863762959443070e-02
2.057500000000000000e+02,1.609501351558224880e-02
2.067199999999999989e+02,2.224458204414257040e-02
2.076800000000000068e+02,2.558473051058049105e-02
2.086500000000000057e+02,2.404893454437561848e-02
2.096100000000000136e+02,1.821513545800854117e-02
2.105699999999999932e+02,1.107708139908643655e-02
2.115399999999999920e+02,6.260136946125721517e-03
2.125000000000000000e+02,5.465285084023693667e-03
2.134699999999999989e+02,8.029968319142330793e-03
2.144300000000000068e+02,1.177938148582873858e-02
2.154000000000000057e+02,1.411597454757639210e-02
2.163600000000000136e+02,1.425899618507290960e-02
2.173199999999999932e+02,1.305627546013912038e-02
2.182899999999999920e+02,1.195599369226220919e-02
2.192500000000000000e+02,1.216593797922092129e-02
2.202199999999999989e+02,1.411759010014147775e-02
2.211800000000000068e+02,1.727030862016915025e-02
2.221399999999999864e+02,2.080256567324511099e-02
2.231100000000000136e+02,2.413003528315036880e-02
2.240699999999999932e+02,2.667389727680835945e-02
2.250399999999999920e+02,2.767115848870450867e-02
2.260000000000000000e+02,2.690757079984595901e-02
2.269699999999999989e+02,2.469622829737735253e-02
2.279300000000000068e+02,2.203510303632339601e-02
2.288899999999999864e+02,1.956368241969090246e-02
2.298600000000000136e+02,1.787316821541659953e-02
2.308199999999999932e+02,1.686479200187163130e-02
2.317899999999999920e+02,1.608229588578936886e-02
2.327500000000000000e+02,1.496694424358423897e-02
2.337199999999999989e+02,1.388894417668739244e-02
2.346800000000000068e+02,1.335506221376545413e-02
2.356399999999999864e+02,1.276983152810990362e-02
2.366100000000000136e+02,1.125453369285234380e-02
2.375699999999999932e+02,8.780592814218543540e-03
2.385399999999999920e+02,6.077204698057938823e-03
2.395000000000000000e+02,4.241859437414334522e-03
2.404699999999999989e+02,4.131627054782049252e-03
2.414300000000000068e+02,6.181013643689664029e-03
2.423899999999999864e+02,9.460029601058177195e-03
2.433600000000000136e+02,1.244902156191370936e-02
2.443199999999999932e+02,1.406983436631301446e-02
2.452899999999999920e+02,1.465908454675091642e-02
2.462500000000000000e+02,1.496080514383638441e-02
2.472100000000000080e+02,1.534817587572082087e-02
2.481800000000000068e+02,1.609595699828096291e-02
2.491399999999999864e+02,1.678665095539570024e-02
2.501100000000000136e+02,1.667406632822897306e-02
2.510699999999999932e+02,1.523787887098647896e-02
2.520399999999999920e+02,1.274345278582515208e-02
2.530000000000000000e+02,1.025574739933506237e-02
2.539600000000000080e+02,9.093906616511982649e-03
2.549300000000000068e+02,9.930375112693855949e-03
2.558899999999999864e+02,1.215624466382907165e-02
2.568600000000000136e+02,1.448512184652465430e-02
2.578199999999999932e+02,1.562197972447875935e-02
2.587900000000000205e+02,1.479471341570856059e-02
2.597500000000000000e+02,1.249252516139113568e-02
2.607099999999999795e+02,1.007993650697472897e-02
2.616800000000000068e+02,9.060096332426536073e-03
2.626399999999999864e+02,1.019292179117727362e-02
2.636100000000000136e+02,1.304229123713360541e-02
2.645699999999999932e+02,1.653373297020120300e-02
2.655400000000000205e+02,1.949205528115801819e-02
2.665000000000000000e+02,2.100219627262766772e-02
2.674599999999999795e+02,2.086004057130654357e-02
2.684300000000000068e+02,1.953822131126266987e-02
2.693899999999999864e+02,1.745857865391287761e-02
2.703600000000000136e+02,1.474264092542532621e-02
2.713199999999999932e+02,1.183611969192076112e-02
2.722799999999999727e+02,9.230905474044960590e-03
2.732500000000000000e+02,7.268190049157496543e-03
2.742099999999999795e+02,6.294567602396128683e-03
2.751800000000000068e+02,6.606588962637548711e-03
2.761399999999999864e+02,8.299894841744405449e-03
2.771100000000000136e+02,1.090641442609290718e-02
2.780699999999999932e+02,1.374481103902616512e-02
2.790299999999999727e+02,1.613120189304451113e-02
2.800000000000000000e+02,1.768858164152195891e-02
2.809599999999999795e+02,1.822680620973910273e-02
2.819300000000000068e+02,1.796425953125566771e-02
2.828899999999999864e+02,1.730383456700324701e-02
2.838600000000000136e+02,1.639117661184405494e-02
2.848199999999999932e+02,1.525241884407350576e-02
2.857799999999999727e+02,1.393364974727290956e-02
2.867500000000000000e+02,1.263060967024751818e-02
2.877099999999999795e+02,1.141010494267551308e-02
2.886800000000000068e+02,1.078562279189481873e-02
2.896399999999999864e+02,1.143791829563870627e-02
2.906100000000000136e+02,1.346009897934748872e-02
2.915699999999999932e+02,1.617987526072986459e-02
2.925299999999999727e+02,1.815405464662040932e-02
2.935000000000000000e+02,1.768444582695502879e-02
2.944599999999999795e+02,1.481235524972144765e-02
2.954300000000000068e+02,1.112678872041379316e-02
2.963899999999999864e+02,8.805136288789539023e-03
2.973600000000000136e+02,8.825272535962321724e-03
2.983199999999999932e+02,1.095613467184055473e-02
2.992799999999999727e+02,1.351237826035873307e-02
3.002500000000000000e+02,1.452291285213109032e-02
3.012099999999999795e+02,1.282348079769706113e-02
3.021800000000000068e+02,8.761503445107758289e-03
3.031399999999999864e+02,4.156364395661888735e-03
3.041000000000000227e+02,1.250088726147071620e-03
3.050699999999999932e+02,1.631824410683503515e-03
3.060299999999999727e+02,5.878233244121095803e-03
3.070000000000000000e+02,1.251759853720255285e-02
3.079599999999999795e+02,1.838878797214058350e-02
3.089300000000000068e+02,2.106305736886588190e-02
3.098899999999999864e+02,2.073569472146504292e-02
3.108500000000000227e+02,1.876663340610109504e-02
3.118199999999999932e+02,1.666224048345136058e-02
3.127799999999999727e+02,1.502551771738950062e-02
3.137500000000000000e+02,1.340175814511157873e-02
3.147099999999999795e+02,1.173243999049373293e-02
3.156800000000000068e+02,1.063732799082581053e-02
3.166399999999999864e+02,1.105140057550839036e-02
3.176000000000000227e+02,1.308357183628060076e-02
3.185699999999999932e+02,1.558996593484560794e-02
3.195299999999999727e+02,1.707509817260553092e-02
3.205000000000000000e+02,1.737123542002576987e-02
3.214599999999999795e+02,1.727529744649098850e-02
3.224300000000000068e+02,1.773535511939073120e-02
3.233899999999999864e+02,1.905796276908613279e-02
3.243500000000000227e+02,2.010529318608439767e-02
3.253199999999999932e+02,1.933630308944785103e-02
3.262799999999999727e+02,1.624812912550726782e-02
3.272500000000000000e+02,1.170423890491498371e-02
3.282099999999999795e+02,8.145809900281760982e-03
3.291700000000000159e+02,6.980208111086561723e-03
3.301399999999999864e+02,7.853459508073978856e-03
3.311000000000000227e+02,9.465587101882600579e-03
3.320699999999999932e+02,1.048869715482306925e-02
3.330299999999999727e+02,1.110688511280973935e-02
3.340000000000000000e+02,1.206943133118334316e-02
3.349599999999999795e+02,1.345069000120734451e-02
3.359200000000000159e+02,1.460446594562458955e-02
3.368899999999999864e+02,1.464745256828127104e-02
3.378500000000000227e+02,1.372375715799667786e-02
3.388199999999999932e+02,1.326213563021291439e-02
3.397799999999999727e+02,1.466561137911391588e-02
3.407500000000000000e+02,1.753745639235785789e-02
3.417099999999999795e+02,2.022216872086478323e-02
3.426700000000000159e+02,2.140384848918929633e-02
3.436399999999999864e+02,2.085157507586474571e-02
3.446000000000000227e+02,1.934346321841686270e-02
3.455699999999999932e+02,1.720918903552066601e-02
