# wavenumber, intensity
2.009300000000000068e+02,1.964639310526639093e-02
2.019000000000000057e+02,1.732904532806451778e-02
2.028600000000000136e+02,1.503424598942704714e-02
2.038199999999999932e+02,1.431880245856946565e-02
2.047899999999999920e+02,1.609914644947592691e-02
2.057500000000000000e+02,2.014391518979424811e-02
2.067199999999999989e+02,2.469694503752214304e-02
2.076800000000000068e+02,2.726760741325948839e-02
2.086500000000000057e+02,2.630381520457908406e-02
2.096100000000000136e+02,2.216858949865748579e-02
2.105699999999999932e+02,1.729303801605358917e-02
2.115399999999999920e+02,1.448606449467581062e-02
2.125000000000000000e+02,1.482981851139014012e-02
2.134699999999999989e+02,1.789103664472132399e-02
2.144300000000000068e+02,2.185477138559199783e-02
2.154000000000000057e+02,2.392171743647922635e-02
2.163600000000000136e+02,2.309402304064420847e-02
2.173199999999999932e+02,2.091558066396877885e-02
2.182899999999999920e+02,1.970587886926181490e-02
2.192500000000000000e+02,2.145974379884996869e-02
2.202199999999999989e+02,2.626708844822365010e-02
2.211800000000000068e+02,3.238276895702894148e-02
2.221399999999999864e+02,3.804228665733429271e-02
2.231100000000000136e+02,4.207036779837314971e-02
2.240699999999999932e+02,4.455717103955730840e-02
2.250399999999999920e+02,4.514295666181288719e-02
2.260000000000000000e+02,4.311714177045593982e-02
2.269699999999999989e+02,3.807560921362575929e-02
2.279300000000000068e+02,3.156354996650680839e-02
2.288899999999999864e+02,2.566663318033447425e-02
2.298600000000000136e+02,2.216755420069893567e-02
2.308199999999999932e+02,2.102828776194384103e-02
2.317899999999999920e+02,2.075282831557418578e-02
2.327500000000000000e+02,1.981605913832510876e-02
2.337199999999999989e+02,1.844809713551491884e-02
2.346800000000000068e+02,1.778948970777801189e-02
2.356399999999999864e+02,1.803738215260319161e-02
2.366100000000000136e+02,1.811585422829245159e-02
2.375699999999999932e+02,1.740425358307414599e-02
2.385399999999999920e+02,1.606759618290933694e-02
2.395000000000000000e+02,1.512277273849910869e-02
2.404699999999999989e+02,1.562333052720753582e-02
2.414300000000000068e+02,1.790374097897902764e-02
2.423899999999999864e+02,2.105343321911402887e-02
2.433600000000000136e+02,2.428758120618355193e-02
2.443199999999999932e+02,2.737675238436560257e-02
2.452899999999999920e+02,3.042519599374743366e-02
2.462500000000000000e+02,3.284147614186529868e-02
2.472100000000000080e+02,3.362151173681314498e-02
2.481800000000000068e+02,3.281640087438817549e-02
2.491399999999999864e+02,3.064815355047981887e-02
2.501100000000000136e+02,2.782573829685582034e-02
2.510699999999999932e+02,2.536369446953467763e-02
2.520399999999999920e+02,2.389988844225804376e-02
2.530000000000000000e+02,2.327237504809070642e-02
2.539600000000000080e+02,2.327779720179988868e-02
2.549300000000000068e+02,2.382641738212586124e-02
2.558899999999999864e+02,2.447998869945918268e-02
2.568600000000000136e+02,2.427638595030458257e-02
2.578199999999999932e+02,2.257446139281786557e-02
2.587900000000000205e+02,1.972028530355071987e-02
2.597500000000000000e+02,1.692491062878124369e-02
2.607099999999999795e+02,1.495545806012350994e-02
2.616800000000000068e+02,1.450198000734326427e-02
2.626399999999999864e+02,1.557582965312652792e-02
2.636100000000000136e+02,1.772131796939437412e-02
2.645699999999999932e+02,2.025502547227765043e-02
2.655400000000000205e+02,2.259613246023173608e-02
2.665000000000000000e+02,2.407397642591427647e-02
2.674599999999999795e+02,2.432241284085309013e-02
2.684300000000000068e+02,2.338102869135274056e-02
2.693899999999999864e+02,2.193043587360066562e-02
2.703600000000000136e+02,2.059204127855768229e-02
2.713199999999999932e+02,1.978070108096476390e-02
2.722799999999999727e+02,1.943863161685868701e-02
2.732500000000000000e+02,1.906397658822809454e-02
2.742099999999999795e+02,1.841672234317756271e-02
2.751800000000000068e+02,1.793467708574141353e-02
2.761399999999999864e+02,1.824010753060789636e-02
2.771100000000000136e+02,1.918226376672071271e-02
2.780699999999999932e+02,2.017409675736766758e-02
2.790299999999999727e+02,2.113639743509313634e-02
2.800000000000000000e+02,2.225671265699993850e-02
2.809599999999999795e+02,2.373125770715685257e-02
2.819300000000000068e+02,2.497103578489798942e-02
2.828899999999999864e+02,2.541065137350230832e-02
2.838600000000000136e+02,2.453731613042473003e-02
2.848199999999999932e+02,2.234953852470930938e-02
2.857799999999999727e+02,1.982214809410859715e-02
2.867500000000000000e+02,1.800669170976366626e-02
2.877099999999999795e+02,1.750653751178394418e-02
2.886800000000000068e+02,1.825926931653206950e-02
2.896399999999999864e+02,2.004343864565454048e-02
2.906100000000000136e+02,2.270964673966642186e-02
2.915699999999999932e+02,2.545102799384199588e-02
2.925299999999999727e+02,2.670200132746214719e-02
2.935000000000000000e+02,2.512866428577400016e-02
2.944599999999999795e+02,2.154804243142418446e-02
2.954300000000000068e+02,1.824472250285951586e-02
2.963899999999999864e+02,1.749037633519406540e-02
2.973600000000000136e+02,1.978979064608214072e-02
2.983199999999999932e+02,2.404147859850410546e-02
2.992799999999999727e+02,2.819319888205323171e-02
3.002500000000000000e+02,3.009462009171144647e-02
3.012099999999999795e+02,2.881727298131148141e-02
3.021800000000000068e+02,2.472777585974703443e-02
3.031399999999999864e+02,1.916048741476933034e-02
3.041000000000000227e+02,1.431941661837525352e-02
3.050699999999999932e+02,1.255472492879041758e-02
3.060299999999999727e+02,1.559172761837093919e-02
3.070000000000000000e+02,2.284707815665972669e-02
3.079599999999999795e+02,3.146589855746954878e-02
3.089300000000000068e+02,3.848151620263228628e-02
3.098899999999999864e+02,4.241334972847587981e-02
3.108500000000000227e+02,4.367030673334136581e-02
3.118199999999999932e+02,4.365274176291072256e-02
3.127799999999999727e+02,4.379220868097332547e-02
3.137500000000000000e+02,4.426777893931971991e-02
3.147099999999999795e+02,4.519377399884279278e-02
3.156800000000000068e+02,4.704436032404821916e-02
3.166399999999999864e+02,4.992336601687067527e-02
3.176000000000000227e+02,5.325481446451583306e-02
3.185699999999999932e+02,5.555110533410931306e-02
3.195299999999999727e+02,5.599642383519121136e-02
3.205000000000000000e+02,5.491895942026853855e-02
3.214599999999999795e+02,5.300307913405229859e-02
3.224300000000000068e+02,5.117502369998788020e-02
3.233899999999999864e+02,4.958449018375166162e-02
3.243500000000000227e+02,4.722016795515889681e-02
3.253199999999999932e+02,4.277289642589695434e-02
3.262799999999999727e+02,3.604654804901194498e-02
3.272500000000000000e+02,2.836375983368577547e-02
3.282099999999999795e+02,2.199158864278139003e-02
3.291700000000000159e+02,1.824182717806257029e-02
3.301399999999999864e+02,1.722325191475227932e-02
3.311000000000000227e+02,1.828294079016865373e-02
3.320699999999999932e+02,2.015295211264348310e-02
3.330299999999999727e+02,2.134414137607744053e-02
3.340000000000000000e+02,2.125638671361764973e-02
