# wavenumber, intensity
2.009300000000000068e+02,6.102212246475635128e-03
2.019000000000000057e+02,6.065036748256092715e-03
2.028600000000000136e+02,5.942977195768575291e-03
2.038199999999999932e+02,5.841491730285888057e-03
2.047899999999999920e+02,5.820899419997579288e-03
2.057500000000000000e+02,5.949051623582173216e-03
2.067199999999999989e+02,6.220894417098754223e-03
2.076800000000000068e+02,6.485423599527743999e-03
2.086500000000000057e+02,6.560728281133651127e-03
2.096100000000000136e+02,6.402131045347000601e-03
2.105699999999999932e+02,6.084748266511437985e-03
2.115399999999999920e+02,5.775784644625595043e-03
2.125000000000000000e+02,5.653226989057311656e-03
2.134699999999999989e+02,5.817242614453699105e-03
2.144300000000000068e+02,6.234956717487304644e-03
2.154000000000000057e+02,6.437295907960160178e-03
2.163600000000000136e+02,6.214467672472077583e-03
2.173199999999999932e+02,5.831790869067650200e-03
2.182899999999999920e+02,5.841528176852872102e-03
2.192500000000000000e+02,6.725746187119289142e-03
2.202199999999999989e+02,8.484250518177065964e-03
2.211800000000000068e+02,1.069464368314832110e-02
2.221399999999999864e+02,1.270497556807702148e-02
2.231100000000000136e+02,1.454196758091510534e-02
2.240699999999999932e+02,1.601553265208998864e-02
2.250399999999999920e+02,1.696894446958183839e-02
2.260000000000000000e+02,1.702377832945582009e-02
2.269699999999999989e+02,1.582156402314465263e-02
2.279300000000000068e+02,1.361465150531076564e-02
2.288899999999999864e+02,1.100932941603483504e-02
2.298600000000000136e+02,8.783355343721472794e-03
2.308199999999999932e+02,7.410862676937725324e-03
2.317899999999999920e+02,6.723844891213594764e-03
2.327500000000000000e+02,6.330981272365625995e-03
2.337199999999999989e+02,5.999335737023588598e-03
2.346800000000000068e+02,5.920538259424912471e-03
2.356399999999999864e+02,5.889759133693130838e-03
2.366100000000000136e+02,5.954889148711114272e-03
2.375699999999999932e+02,6.025048789958801360e-03
2.385399999999999920e+02,6.113771882605024272e-03
2.395000000000000000e+02,6.143147815511872285e-03
2.404699999999999989e+02,6.100766532656018773e-03
2.414300000000000068e+02,6.041085279386867665e-03
2.423899999999999864e+02,5.982819367798300828e-03
2.433600000000000136e+02,5.967900573087958974e-03
2.443199999999999932e+02,5.955909652583819998e-03
2.452899999999999920e+02,5.936368218307307154e-03
2.462500000000000000e+02,5.936082720200063292e-03
2.472100000000000080e+02,5.997604525096724044e-03
2.481800000000000068e+02,6.106962449025904634e-03
2.491399999999999864e+02,6.169772032619081498e-03
2.501100000000000136e+02,6.133325465737193838e-03
2.510699999999999932e+02,5.965239973705617656e-03
2.520399999999999920e+02,5.749688902738141379e-03
2.530000000000000000e+02,5.599444005195223020e-03
2.539600000000000080e+02,5.596898819941271454e-03
2.549300000000000068e+02,5.771149856203720493e-03
2.558899999999999864e+02,6.011193020115851438e-03
2.568600000000000136e+02,6.228584642710883329e-03
2.578199999999999932e+02,6.329614526107569736e-03
2.587900000000000205e+02,6.294340323793700016e-03
2.597500000000000000e+02,6.143232857501277656e-03
2.607099999999999795e+02,5.948784348758420944e-03
2.616800000000000068e+02,5.798089943557299328e-03
2.626399999999999864e+02,5.724060891792299294e-03
2.636100000000000136e+02,5.731101153628322467e-03
2.645699999999999932e+02,5.835569163167528620e-03
2.655400000000000205e+02,5.980523234084729640e-03
2.665000000000000000e+02,6.109702015969877172e-03
2.674599999999999795e+02,6.195229959586118045e-03
2.684300000000000068e+02,6.187964943921005385e-03
2.693899999999999864e+02,6.131248011424931046e-03
2.703600000000000136e+02,6.032532485025244098e-03
2.713199999999999932e+02,5.934928578915451940e-03
2.722799999999999727e+02,5.854229805411074496e-03
2.732500000000000000e+02,5.773269831510727604e-03
2.742099999999999795e+02,5.737612940244584889e-03
2.751800000000000068e+02,5.802894815957890945e-03
2.761399999999999864e+02,5.987235476818800195e-03
2.771100000000000136e+02,6.212141166619303441e-03
2.780699999999999932e+02,6.395248718634077671e-03
2.790299999999999727e+02,6.425657304269253439e-03
2.800000000000000000e+02,6.246024324963923152e-03
2.809599999999999795e+02,5.976987917097232803e-03
2.819300000000000068e+02,5.761376101851590006e-03
2.828899999999999864e+02,5.716303847474252936e-03
2.838600000000000136e+02,5.802068693775207057e-03
2.848199999999999932e+02,5.933118399426964840e-03
2.857799999999999727e+02,6.031925042243874678e-03
2.867500000000000000e+02,6.046613008697307792e-03
2.877099999999999795e+02,5.977036512519725252e-03
2.886800000000000068e+02,5.908231468674459384e-03
2.896399999999999864e+02,5.917057612287689172e-03
2.906100000000000136e+02,6.008848290979794740e-03
2.915699999999999932e+02,6.122968566314892884e-03
2.925299999999999727e+02,6.230182217225863940e-03
2.935000000000000000e+02,6.226057680740413811e-03
2.944599999999999795e+02,6.109610899552710660e-03
2.954300000000000068e+02,5.932243681821858759e-03
2.963899999999999864e+02,5.808246386861735770e-03
2.973600000000000136e+02,5.797166630529604521e-03
2.983199999999999932e+02,5.913036341075024113e-03
2.992799999999999727e+02,6.086266873464783039e-03
3.002500000000000000e+02,6.183396974205116609e-03
3.012099999999999795e+02,6.095463557174702826e-03
3.021800000000000068e+02,5.856094654749908861e-03
3.031399999999999864e+02,5.610159295858526025e-03
3.041000000000000227e+02,5.498487014932310415e-03
3.050699999999999932e+02,5.572072633466862261e-03
3.060299999999999727e+02,5.813093780256979766e-03
3.070000000000000000e+02,6.120708879168197322e-03
3.079599999999999795e+02,6.337699589527546161e-03
3.089300000000000068e+02,6.365781669310085697e-03
3.098899999999999864e+02,6.258063840890575394e-03
3.108500000000000227e+02,6.130494782376031369e-03
3.118199999999999932e+02,6.029070061171443000e-03
3.127799999999999727e+02,5.916073554981869480e-03
3.137500000000000000e+02,5.767505199515566422e-03
3.147099999999999795e+02,5.646077387520656403e-03
3.156800000000000068e+02,5.621694634276630347e-03
3.166399999999999864e+02,5.769388272137748394e-03
3.176000000000000227e+02,5.972006886289943535e-03
3.185699999999999932e+02,6.111493972174909979e-03
3.195299999999999727e+02,6.076480970257074760e-03
3.205000000000000000e+02,5.975451086860397894e-03
3.214599999999999795e+02,5.948930135025932119e-03
3.224300000000000068e+02,6.123047533876422623e-03
3.233899999999999864e+02,6.365690552892809030e-03
3.243500000000000227e+02,6.485690874351587344e-03
3.253199999999999932e+02,6.422504676234005311e-03
3.262799999999999727e+02,6.236451026729606870e-03
3.272500000000000000e+02,6.054272862170292056e-03
3.282099999999999795e+02,5.971551304203948779e-03
3.291700000000000159e+02,5.944015922924674594e-03
3.301399999999999864e+02,5.888720406537017657e-03
3.311000000000000227e+02,5.808070228455148275e-03
3.320699999999999932e+02,5.771581140578519765e-03
3.330299999999999727e+02,5.842773434554512924e-03
3.340000000000000000e+02,6.049042779822723023e-03
3.349599999999999795e+02,6.228353814453952038e-03
3.359200000000000159e+02,6.307133068769238057e-03
3.368899999999999864e+02,6.251053951193619868e-03
3.378500000000000227e+02,6.090051241992753932e-03
3.388199999999999932e+02,5.923308198507962197e-03
3.397799999999999727e+02,5.856866107082197778e-03
3.407500000000000000e+02,5.912015837202343541e-03
3.417099999999999795e+02,6.066865151027985535e-03
3.426700000000000159e+02,6.238461662335882153e-03
3.436399999999999864e+02,6.329152869593728838e-03
3.446000000000000227e+02,6.334559110347877560e-03
3.455699999999999932e+02,6.209140399279396150e-03
3.465299999999999727e+02,5.946378875344226350e-03
3.475000000000000000e+02,5.629372711033133955e-03
3.484599999999999795e+02,5.458019176837778513e-03
3.494200000000000159e+02,5.585266290678134529e-03
3.503899999999999864e+02,6.052426236114890300e-03
3.513500000000000227e+02,6.679859959414926641e-03
3.523199999999999932e+02,7.199800608124600279e-03
3.532799999999999727e+02,7.390221771227060282e-03
3.542400000000000091e+02,7.152085977648456848e-03
3.552099999999999795e+02,6.660476460261687513e-03
3.561700000000000159e+02,6.155661136808016944e-03
3.571399999999999864e+02,5.814594163926985887e-03
3.581000000000000227e+02,5.696507287229550867e-03
3.590699999999999932e+02,5.744240140989230123e-03
3.600299999999999727e+02,5.882469820316729020e-03
