# wavenumber, intensity
2.009300000000000068e+02,2.294524623816453571e-02
2.019000000000000057e+02,2.061937998887797621e-02
2.028600000000000136e+02,1.677823238051385016e-02
2.038199999999999932e+02,1.469632144695152270e-02
2.047899999999999920e+02,1.618251609180513736e-02
2.057500000000000000e+02,2.162494431703374312e-02
2.067199999999999989e+02,2.833796450880090440e-02
2.076800000000000068e+02,3.260072265803212049e-02
2.086500000000000057e+02,3.224983394102933637e-02
2.096100000000000136e+02,2.748273911211481652e-02
2.105699999999999932e+02,2.126955614097303729e-02
2.115399999999999920e+02,1.738436392377920928e-02
2.125000000000000000e+02,1.748448336498509975e-02
2.134699999999999989e+02,2.082281426447922523e-02
2.144300000000000068e+02,2.504407548323499613e-02
2.154000000000000057e+02,2.714293063689999716e-02
2.163600000000000136e+02,2.613258185515670434e-02
2.173199999999999932e+02,2.350815361139422729e-02
2.182899999999999920e+02,2.140758849056308144e-02
2.192500000000000000e+02,2.124762883473333558e-02
2.202199999999999989e+02,2.264620925280926012e-02
2.211800000000000068e+02,2.404343378782948168e-02
2.221399999999999864e+02,2.414645499150048363e-02
2.231100000000000136e+02,2.270618764659777800e-02
2.240699999999999932e+02,2.076350949412188174e-02
2.250399999999999920e+02,1.974507723122814751e-02
2.260000000000000000e+02,2.053286255922117873e-02
2.269699999999999989e+02,2.372522444333802216e-02
2.279300000000000068e+02,3.019613746571100585e-02
2.288899999999999864e+02,4.052317326344968829e-02
2.298600000000000136e+02,5.315713612867929705e-02
2.308199999999999932e+02,6.482382756683990888e-02
2.317899999999999920e+02,7.191158965396141078e-02
2.327500000000000000e+02,7.240060571873233042e-02
2.337199999999999989e+02,6.690794073084495308e-02
2.346800000000000068e+02,5.821008910509292700e-02
2.356399999999999864e+02,4.904857729133966365e-02
2.366100000000000136e+02,4.067049816188363781e-02
2.375699999999999932e+02,3.321035186141127471e-02
2.385399999999999920e+02,2.674981091260756824e-02
2.395000000000000000e+02,2.159294720415010777e-02
2.404699999999999989e+02,1.844621035306130349e-02
2.414300000000000068e+02,1.727608327564221502e-02
2.423899999999999864e+02,1.775862219205527268e-02
2.433600000000000136e+02,1.918075352155819424e-02
2.443199999999999932e+02,2.111921720950283785e-02
2.452899999999999920e+02,2.316184207922896907e-02
2.462500000000000000e+02,2.492423096623192294e-02
2.472100000000000080e+02,2.604770530308375340e-02
2.481800000000000068e+02,2.725807706229543825e-02
2.491399999999999864e+02,2.881457035731976174e-02
